UF,CIDADE,%,Preço Cliente Prop (arredon),Preço Real Prop,Dt Cadas Propost,ID Barco,Nome do Barco,Dias da Semana,Preço Barqueiro,Nome do Roteiro,Tempo Embarcado (H),Cap. Barco,N. Pessoas,OBS,Espécies,Modalidade,Local de Embarque,Hora Saída ,Cortesia,Vitrine?,Preço,Tempo ,Capacidad,Roteiro,Modalidade2
SP,São Sebastião,não,,,27/05/2024,1510,5 Estrelas,domingo; seg; ter; qua; qui; sex,2200,Sombrio,21,20,20,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1510,5 Estrelas,domingo; seg; ter; qua; qui; sex,2200,Bonete,21,20,20,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1510,5 Estrelas,domingo; seg; ter; qua; qui; sex,2600,Farol do Boi,21,20,20,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1510,5 Estrelas,domingo; seg; ter; qua; qui; sex,2600,Montão do Trigo,21,20,20,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,2258,Isabela,sábado; feriado,2100,Poção,21,16,16,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,2258,Isabela,sábado; feriado,2100,Ponta da Sela,21,16,16,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,2258,Isabela,sábado; feriado,2400,Búzios,21,16,16,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,2258,Isabela,sábado; feriado,2400,Castelhanos,21,16,16,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,2258,Isabela,sábado; feriado,2800,Vitória,21,16,16,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,2258,Isabela,sábado; feriado,2800,Sombrio,21,16,16,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,2258,Isabela,sábado; feriado,2800,Bonete,21,16,16,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,2258,Isabela,sábado; feriado,3000,Farol do Boi,21,16,16,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,2258,Isabela,sábado; feriado,3000,Montão do Trigo,21,16,16,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,2258,Isabela,domingo; seg; ter; qua; qui; sex,1550,Poção,21,16,16,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,2258,Isabela,domingo; seg; ter; qua; qui; sex,1550,Ponta da Sela,21,16,16,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,2258,Isabela,domingo; seg; ter; qua; qui; sex,1850,Búzios,21,16,16,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,2258,Isabela,domingo; seg; ter; qua; qui; sex,1850,Castelhanos,21,16,16,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,2258,Isabela,domingo; seg; ter; qua; qui; sex,2150,Vitória,21,16,16,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,2258,Isabela,domingo; seg; ter; qua; qui; sex,2150,Sombrio,21,16,16,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,2258,Isabela,domingo; seg; ter; qua; qui; sex,2150,Bonete,21,16,16,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,2258,Isabela,domingo; seg; ter; qua; qui; sex,2350,Farol do Boi,21,16,16,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,2258,Isabela,domingo; seg; ter; qua; qui; sex,2350,Montão do Trigo,21,16,16,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1506,Marinheiro Popeye,sábado; feriado,1900,Poção,21,15,15,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1506,Marinheiro Popeye,sábado; feriado,1900,Ponta da Sela,21,15,15,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1506,Marinheiro Popeye,sábado; feriado,2200,Búzios,21,15,15,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1506,Marinheiro Popeye,sábado; feriado,2200,Castelhanos,21,15,15,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1506,Marinheiro Popeye,sábado; feriado,2400,Vitória,21,15,15,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1506,Marinheiro Popeye,sábado; feriado,2400,Sombrio,21,15,15,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1506,Marinheiro Popeye,sábado; feriado,2400,Bonete,21,15,15,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1506,Marinheiro Popeye,sábado; feriado,2700,Farol do Boi,21,15,15,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1506,Marinheiro Popeye,sábado; feriado,2700,Montão do Trigo,21,15,15,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1506,Marinheiro Popeye,domingo; seg; ter; qua; qui; sex,1400,Poção,21,15,15,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1506,Marinheiro Popeye,domingo; seg; ter; qua; qui; sex,1400,Ponta da Sela,21,15,15,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1506,Marinheiro Popeye,domingo; seg; ter; qua; qui; sex,1700,Búzios,21,15,15,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1506,Marinheiro Popeye,domingo; seg; ter; qua; qui; sex,1700,Castelhanos,21,15,15,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1506,Marinheiro Popeye,domingo; seg; ter; qua; qui; sex,2000,Vitória,21,15,15,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1506,Marinheiro Popeye,domingo; seg; ter; qua; qui; sex,2000,Sombrio,21,15,15,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1506,Marinheiro Popeye,domingo; seg; ter; qua; qui; sex,2000,Bonete,21,15,15,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1506,Marinheiro Popeye,domingo; seg; ter; qua; qui; sex,2200,Farol do Boi,21,15,15,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1506,Marinheiro Popeye,domingo; seg; ter; qua; qui; sex,2200,Montão do Trigo,21,15,15,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1494,Martinelli,sábado; feriado,1700,Poção,21,15,15,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1494,Martinelli,sábado; feriado,1700,Ponta da Sela,21,15,15,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1494,Martinelli,sábado; feriado,2000,Búzios,21,15,15,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1494,Martinelli,sábado; feriado,2000,Castelhanos,21,15,15,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1494,Martinelli,sábado; feriado,2200,Vitória,21,15,15,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1494,Martinelli,sábado; feriado,2200,Sombrio,21,15,15,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1494,Martinelli,sábado; feriado,2200,Bonete,21,15,15,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1494,Martinelli,sábado; feriado,2500,Farol do Boi,21,15,15,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1494,Martinelli,sábado; feriado,2500,Montão do Trigo,21,15,15,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1494,Martinelli,domingo; seg; ter; qua; qui; sex,1200,Poção,21,15,15,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1494,Martinelli,domingo; seg; ter; qua; qui; sex,1200,Ponta da Sela,21,15,15,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1494,Martinelli,domingo; seg; ter; qua; qui; sex,1500,Búzios,21,15,15,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1494,Martinelli,domingo; seg; ter; qua; qui; sex,1500,Castelhanos,21,15,15,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1494,Martinelli,domingo; seg; ter; qua; qui; sex,1800,Vitória,21,15,15,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1494,Martinelli,domingo; seg; ter; qua; qui; sex,1800,Sombrio,21,15,15,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1494,Martinelli,domingo; seg; ter; qua; qui; sex,2000,Bonete,21,15,15,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1494,Martinelli,domingo; seg; ter; qua; qui; sex,2000,Farol do Boi,21,15,15,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1494,Martinelli,domingo; seg; ter; qua; qui; sex,2000,Montão do Trigo,21,15,15,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1498,Turismar,sábado; feriado,1700,Poção,21,15,15,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1498,Turismar,sábado; feriado,1700,Ponta da Sela,21,15,15,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1498,Turismar,sábado; feriado,2000,Búzios,21,15,15,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1498,Turismar,sábado; feriado,2000,Castelhanos,21,15,15,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1498,Turismar,sábado; feriado,2200,Vitória,21,15,15,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1498,Turismar,sábado; feriado,2200,Sombrio,21,15,15,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1498,Turismar,sábado; feriado,2200,Bonete,21,15,15,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1498,Turismar,sábado; feriado,2500,Farol do Boi,21,15,15,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1498,Turismar,sábado; feriado,2500,Montão do Trigo,21,15,15,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1498,Turismar,domingo; seg; ter; qua; qui; sex,1200,Poção,21,15,15,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1498,Turismar,domingo; seg; ter; qua; qui; sex,1200,Ponta da Sela,21,15,15,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1498,Turismar,domingo; seg; ter; qua; qui; sex,1500,Búzios,21,15,15,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1498,Turismar,domingo; seg; ter; qua; qui; sex,1500,Castelhanos,21,15,15,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1498,Turismar,domingo; seg; ter; qua; qui; sex,1800,Vitória,21,15,15,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1498,Turismar,domingo; seg; ter; qua; qui; sex,1800,Sombrio,21,15,15,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1498,Turismar,domingo; seg; ter; qua; qui; sex,2000,Bonete,21,15,15,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1498,Turismar,domingo; seg; ter; qua; qui; sex,2000,Farol do Boi,21,15,15,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1498,Turismar,domingo; seg; ter; qua; qui; sex,2000,Montão do Trigo,21,15,15,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1502,Rogemar,sábado; feriado,1500,Poção,21,12,12,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1502,Rogemar,sábado; feriado,1500,Ponta da Sela,21,12,12,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1502,Rogemar,sábado; feriado,1700,Búzios,21,12,12,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1502,Rogemar,sábado; feriado,1700,Castelhanos,21,12,12,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1502,Rogemar,sábado; feriado,1900,Vitória,21,12,12,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1502,Rogemar,sábado; feriado,1900,Sombrio,21,12,12,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1502,Rogemar,sábado; feriado,1900,Bonete,21,12,12,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1502,Rogemar,sábado; feriado,2200,Farol do Boi,21,12,12,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1502,Rogemar,sábado; feriado,2200,Montão do Trigo,21,12,12,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1502,Rogemar,domingo; seg; ter; qua; qui; sex,1000,Poção,21,12,12,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1502,Rogemar,domingo; seg; ter; qua; qui; sex,1000,Ponta da Sela,21,12,12,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1502,Rogemar,domingo; seg; ter; qua; qui; sex,1300,Búzios,21,12,12,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1502,Rogemar,domingo; seg; ter; qua; qui; sex,1300,Castelhanos,21,12,12,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1502,Rogemar,domingo; seg; ter; qua; qui; sex,1600,Vitória,21,12,12,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1502,Rogemar,domingo; seg; ter; qua; qui; sex,1600,Sombrio,21,12,12,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1502,Rogemar,domingo; seg; ter; qua; qui; sex,1600,Bonete,21,12,12,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1502,Rogemar,domingo; seg; ter; qua; qui; sex,1800,Farol do Boi,21,12,12,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
SP,São Sebastião,não,,,27/05/2024,1502,Rogemar,domingo; seg; ter; qua; qui; sex,1800,Montão do Trigo,21,12,12,"obs: geradores + refletores R$ 300,00 Locação Diária",,Alto Mar,Pier da Figueira,10h da manhã,,,,,,,
